# Weather station Khajuraho (airport), India, WMO_ID=42567,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42567&lang=en
#
"Local time in Khajuraho (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.04.2016 11:30";"34.0";"738.0";"756.4";"0.8";"22";"Wind blowing from the west-northwest";"6";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.7";"";"";"";"";"";"";
"07.04.2016 08:30";"26.6";"737.2";"756.1";"";"36";"Wind blowing from the west-southwest";"3";"";"";"70 – 80%.";" ";"";"";"23.1";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.2";"";"";"";"";"";"";
"06.04.2016 17:30";"35.8";"734.8";"753.1";"-0.8";"18";"Wind blowing from the west-northwest";"6";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"06.04.2016 14:30";"39.0";"735.6";"753.7";"-2.0";"14";"Wind blowing from the west-northwest";"6";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.3";"";"";"";"";"";"";
"06.04.2016 11:30";"36.0";"737.6";"755.9";"0.9";"19";"Wind blowing from the west";"5";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.3";"";"";"";"";"";"";
"06.04.2016 08:30";"27.8";"736.7";"755.5";"";"43";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"05.04.2016 17:30";"38.6";"733.5";"751.6";"-1.2";"14";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"41.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.1";"";"";"";"";"";"";
"05.04.2016 14:30";"41.3";"734.7";"752.6";"-2.1";"14";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"05.04.2016 11:30";"39.2";"736.8";"754.9";"-0.2";"16";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"05.04.2016 08:30";"29.8";"737.0";"755.7";"";"34";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"22.1";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"04.04.2016 17:30";"38.4";"733.6";"751.7";"-0.9";"17";"Wind blowing from the west-northwest";"2";"";"";"50%.";"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"42.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.2";"";"";"";"";"";"";
"04.04.2016 14:30";"42.0";"734.5";"752.4";"-2.5";"14";"Wind blowing from the west-northwest";"3";"";"";"50%.";"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.7";"";"";"";"";"";"";
"04.04.2016 11:30";"39.4";"737.0";"755.1";"-0.1";"20";"Wind blowing from the west-northwest";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.2";"";"";"";"";"";"";
"04.04.2016 08:30";"31.6";"737.1";"755.7";"";"31";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"03.04.2016 17:30";"39.4";"735.0";"753.1";"-0.9";"14";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"";"43.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"6.8";"";"";"";"";"";"";
"03.04.2016 14:30";"42.8";"735.9";"753.8";"-2.2";"12";"Wind blowing from the west";"5";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.6";"";"";"";"";"";"";
"03.04.2016 11:30";"41.0";"738.1";"756.1";"-0.1";"17";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"03.04.2016 08:30";"30.0";"738.2";"756.9";"";"35";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"02.04.2016 17:30";"38.8";"734.5";"752.6";"-0.7";"11";"Wind blowing from the north-northeast";"3";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"4.0";"3.9";"";"";"";"";"";"";
"02.04.2016 14:30";"41.4";"735.2";"753.1";"-2.6";"13";"Wind blowing from the west-northwest";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"02.04.2016 11:30";"38.0";"737.8";"756.0";"-0.1";"16";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"02.04.2016 08:30";"28.0";"737.9";"756.7";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.1";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"01.04.2016 17:30";"37.2";"734.1";"752.3";"-0.7";"14";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"40.4";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"01.04.2016 14:30";"40.0";"734.8";"752.8";"-1.9";"11";"Wind blowing from the west-northwest";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"3.8";"";"";"";"";"";"";
"01.04.2016 11:30";"38.2";"736.7";"754.9";"-0.1";"14";"Wind blowing from the east-northeast";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"6.2";"";"";"";"";"";"";
"01.04.2016 08:30";"28.8";"736.8";"755.5";"";"28";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"20.1";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"31.03.2016 17:30";"37.0";"735.4";"753.6";"-1.5";"15";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"4.0";"6.3";"";"";"";"";"";"";
"31.03.2016 14:30";"39.4";"736.9";"755.0";"-2.3";"14";"Wind blowing from the north-northeast";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"6.8";"";"";"";"";"";"";
"31.03.2016 11:30";"37.2";"739.2";"757.5";"-0.6";"16";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.4";"";"";"";"";"";"";
"31.03.2016 08:30";"26.2";"739.8";"758.8";"";"38";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"18.1";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"30.03.2016 17:30";"35.2";"738.0";"756.4";"-0.7";"18";"Wind blowing from the north-northeast";"4";"";"";"60%.";" ";"";"";"";"38.4";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.2";"";"";"";"";"";"";
"30.03.2016 14:30";"37.6";"738.7";"756.9";"0.0";"17";"Wind blowing from the north-west";"4";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.8";"";"";"";"";"";"";
"30.03.2016 11:30";"37.6";"738.7";"756.9";"-2.1";"17";"Wind blowing from the north-west";"4";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.8";"";"";"";"";"";"";
"30.03.2016 08:30";"23.8";"740.8";"760.0";"";"46";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"29.03.2016 17:30";"32.0";"737.3";"755.9";"-1.1";"28";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"29.03.2016 14:30";"37.0";"738.4";"756.7";"-2.1";"22";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"29.03.2016 11:30";"32.0";"740.5";"759.1";"-0.4";"29";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"29.03.2016 08:30";"26.6";"740.9";"759.9";"";"38";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"28.03.2016 17:30";"33.6";"737.1";"755.6";"-1.2";"26";"Wind blowing from the west-northwest";"4";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"28.03.2016 14:30";"36.0";"738.3";"756.6";"-2.0";"25";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"28.03.2016 11:30";"33.6";"740.3";"758.8";"-0.6";"32";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"28.03.2016 08:30";"24.6";"740.9";"760.0";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"27.03.2016 17:30";"28.0";"739.1";"757.9";"-0.4";"41";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.6";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.6";"";"";"";"";"";"";
"27.03.2016 14:30";"31.0";"739.5";"758.2";"-1.8";"39";"Wind blowing from the east";"5";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.6";"";"";"";"";"";"";
"27.03.2016 11:30";"27.0";"741.3";"760.3";"0.8";"48";"Wind blowing from the north-east";"4";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.2";"";"";"";"";"";"";
"27.03.2016 08:30";"25.4";"740.5";"759.5";"";"50";"Wind blowing from the north-northeast";"3";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.9";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.3";"";"";"";"";"";"";
"26.03.2016 17:30";"39.0";"736.9";"755.0";"-0.8";"14";"Wind blowing from the north-east";"3";"";"";"20–30%.";" ";"";"";"";"42.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.3";"";"";"";"";"";"";
"26.03.2016 14:30";"41.2";"737.7";"755.7";"-2.3";"13";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"26.03.2016 11:30";"38.2";"740.0";"758.2";"-0.4";"19";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"26.03.2016 08:30";"25.8";"740.4";"759.4";"";"46";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"25.03.2016 17:30";"37.0";"738.3";"756.6";"-0.8";"16";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"25.03.2016 14:30";"39.0";"739.1";"757.3";"-2.5";"16";"Wind blowing from the north-northeast";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"25.03.2016 11:30";"36.2";"741.6";"760.0";"-0.2";"18";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"25.03.2016 08:30";"24.6";"741.8";"760.9";"";"38";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"24.03.2016 17:30";"34.4";"738.8";"757.2";"-0.7";"16";"Wind blowing from the north-northeast";"4";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"4.0";"4.8";"";"";"";"";"";"";
"24.03.2016 14:30";"37.4";"739.5";"757.8";"-2.3";"14";"Wind blowing from the east-northeast";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.8";"";"";"";"";"";"";
"24.03.2016 11:30";"34.0";"741.8";"760.3";"0.1";"17";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"24.03.2016 08:30";"21.4";"741.7";"761.0";"";"48";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"23.03.2016 17:30";"32.2";"737.5";"756.0";"-0.4";"14";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"1.2";"";"";"";"";"";"";
"23.03.2016 14:30";"34.8";"737.9";"756.3";"-1.9";"14";"Wind blowing from the west-northwest";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.5";"";"";"";"";"";"";
"23.03.2016 11:30";"31.8";"739.8";"758.4";"0.1";"16";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.4";"";"";"";"";"";"";
"23.03.2016 08:30";"18.0";"739.7";"759.2";"";"53";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"22.03.2016 17:30";"30.0";"736.0";"754.6";"-1.3";"16";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"1.6";"";"";"";"";"";"";
"22.03.2016 14:30";"32.4";"737.3";"755.7";"-2.2";"17";"Wind blowing from the west-northwest";"6";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.0";"";"";"";"";"";"";
"22.03.2016 11:30";"31.6";"739.5";"758.0";"-0.5";"17";"Wind blowing from the west-northwest";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.7";"";"";"";"";"";"";
"22.03.2016 08:30";"21.8";"740.0";"759.2";"";"49";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"21.03.2016 17:30";"33.6";"736.3";"754.6";"-0.4";"22";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"36.7";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"21.03.2016 14:30";"35.8";"736.7";"754.9";"-2.1";"19";"Wind blowing from the west-northwest";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"21.03.2016 11:30";"32.4";"738.8";"757.3";"-0.4";"32";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"21.03.2016 08:30";"24.4";"739.2";"758.2";"";"48";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.8";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"20.03.2016 17:30";"36.6";"735.8";"754.0";"-0.6";"23";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"";"38.3";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"20.03.2016 14:30";"37.6";"736.4";"754.5";"-2.3";"14";"Wind blowing from the west-northwest";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.2";"";"";"";"";"";"";
"20.03.2016 11:30";"35.6";"738.7";"757.0";"0.1";"16";"Wind blowing from the west-northwest";"6";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.0";"";"";"";"";"";"";
"20.03.2016 08:30";"25.8";"738.6";"757.5";"";"39";"Wind blowing from the west-southwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.9";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"19.03.2016 17:30";"33.6";"735.5";"753.8";"-0.1";"31";"Wind blowing from the north-west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"38.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.0";"";"";"";"";"";"";
"19.03.2016 14:30";"37.6";"735.6";"753.7";"-2.2";"21";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.7";"";"";"";"";"";"";
"19.03.2016 11:30";"35.2";"737.8";"756.1";"0.0";"29";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"19.03.2016 08:30";"25.4";"737.8";"756.7";"";"56";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.9";"";"";"";"";"";"";
"18.03.2016 17:30";"33.0";"735.0";"753.3";"-1.3";"24";"Wind blowing from the west-northwest";"2";"";"";"20–30%.";" ";"";"";"";"36.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.6";"";"";"";"";"";"";
"18.03.2016 14:30";"35.2";"736.3";"754.5";"-2.2";"22";"Wind blowing from the west";"4";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.1";"";"";"";"";"";"";
"18.03.2016 11:30";"34.2";"738.5";"756.9";"-0.9";"24";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"18.03.2016 08:30";"22.6";"739.4";"758.5";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.1";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"17.03.2016 17:30";"29.0";"737.6";"756.3";"-0.8";"24";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"34.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"6.5";"";"";"";"";"";"";
"17.03.2016 14:30";"34.2";"738.4";"756.8";"-2.7";"18";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"6.4";"";"";"";"";"";"";
"17.03.2016 11:30";"30.6";"741.1";"759.7";"0.4";"27";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"17.03.2016 08:30";"18.4";"740.7";"760.1";"";"68";"Wind blowing from the west-southwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.6";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"16.03.2016 17:30";"30.2";"738.9";"757.5";"-1.1";"26";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"16.03.2016 14:30";"33.4";"740.0";"758.5";"-1.8";"22";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"16.03.2016 11:30";"30.6";"741.8";"760.5";"0.2";"27";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"16.03.2016 08:30";"17.6";"741.6";"761.1";"";"71";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.4";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
