# Weather station Santiniketan, India, WMO_ID=42708,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42708&lang=en
#
"Local time in Santiniketan";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.05.2017 08:30";"30.2";"749.1";"754.1";"";"78";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"25.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.0";"";"";"";"";"";"";
"23.05.2017 17:30";"35.2";"747.0";"751.9";"1.5";"64";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";"Thunderstorm, but no precipitation at the time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"38.0";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"70 – 80%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.3";"";"";"";"";"";"";
"23.05.2017 14:30";"38.0";"745.5";"750.3";"-3.2";"54";"Wind blowing from the south-southeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.1";"";"";"";"";"";"";
"23.05.2017 11:30";"35.8";"748.7";"753.6";"-1.0";"60";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"27.0";"";"";"";"";"";"";
"23.05.2017 08:30";"31.0";"749.7";"754.7";"";"80";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"27.1";"";"";"";"";"";"";
"22.05.2017 17:30";"35.8";"745.5";"750.4";"-0.6";"58";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"39.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.4";"";"";"";"";"";"";
"22.05.2017 14:30";"38.8";"746.1";"750.9";"-1.8";"49";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"26.1";"";"";"";"";"";"";
"22.05.2017 11:30";"36.4";"747.9";"752.8";"-0.7";"56";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"22.05.2017 08:30";"31.8";"748.6";"753.6";"";"68";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"25.7";"";"";"";"";"";"";"10.0";"25.3";"";"";"";"";"";"";
"21.05.2017 17:30";"35.0";"744.8";"749.7";"-0.2";"61";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"38.7";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.5";"";"";"";"";"";"";
"21.05.2017 14:30";"38.4";"745.0";"749.8";"-2.0";"42";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"21.05.2017 11:30";"36.0";"747.0";"751.9";"-0.9";"49";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"21.05.2017 08:30";"31.2";"747.9";"752.9";"";"68";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.7";"";"";"";"";"";"";
"20.05.2017 17:30";"36.0";"744.0";"748.9";"-1.2";"63";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"38.5";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.8";"";"";"";"";"";"";
"20.05.2017 14:30";"38.0";"745.2";"750.0";"-2.4";"49";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"20.05.2017 11:30";"35.6";"747.6";"752.5";"-0.8";"54";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"20.05.2017 08:30";"30.4";"748.4";"753.4";"";"72";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"19.05.2017 17:30";"33.6";"746.3";"751.2";"-0.7";"67";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"37.3";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"19.05.2017 14:30";"36.8";"747.0";"751.9";"-1.8";"52";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"19.05.2017 11:30";"33.8";"748.8";"753.7";"-0.2";"60";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.1";"";"";"";"";"";"";
"19.05.2017 08:30";"30.4";"749.0";"754.0";"";"70";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.1";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"18.05.2017 17:30";"33.2";"746.4";"751.3";"-0.6";"75";"Wind blowing from the south";"2";"";"";"100%.";"Thunderstorm (with or without precipitation). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"36.0";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"28.3";"";"";"";"";"";"";
"18.05.2017 14:30";"35.6";"747.0";"751.9";"-1.3";"61";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.1";"";"";"";"";"";"";
"18.05.2017 11:30";"33.8";"748.3";"753.2";"-1.1";"67";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"26.9";"";"";"";"";"";"";
"18.05.2017 08:30";"28.4";"749.4";"754.4";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"17.05.2017 17:30";"33.0";"744.9";"749.8";"-0.5";"77";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"35.3";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"28.4";"";"";"";"";"";"";
"17.05.2017 14:30";"34.8";"745.4";"750.3";"-1.6";"67";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.7";"";"";"";"";"";"";
"17.05.2017 11:30";"32.6";"747.0";"751.9";"-0.7";"78";"Wind blowing from the east-southeast";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"28.2";"";"";"";"";"";"";
"17.05.2017 08:30";"30.0";"747.7";"752.7";"";"80";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"26.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.1";"";"";"";"";"";"";
"16.05.2017 17:30";"31.2";"744.9";"749.8";"-0.6";"67";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"32.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.3";"";"";"";"";"";"";
"16.05.2017 14:30";"32.8";"745.5";"750.4";"-2.3";"62";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"16.05.2017 11:30";"31.6";"747.8";"752.8";"-0.4";"64";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.9";"";"";"";"";"";"";
"16.05.2017 08:30";"28.2";"748.2";"753.2";"";"72";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"20.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.6";"";"";"";"";"";"";
"15.05.2017 17:30";"33.0";"744.3";"749.2";"-0.9";"75";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"35.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"28.1";"";"";"";"";"";"";
"15.05.2017 14:30";"35.0";"745.2";"750.1";"-1.7";"68";"Wind blowing from the south-east";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"28.2";"";"";"";"";"";"";
"15.05.2017 11:30";"34.0";"746.9";"751.8";"-0.9";"70";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.7";"";"";"";"";"";"";
"15.05.2017 08:30";"30.8";"747.8";"752.8";"";"81";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"28.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"Altocumulus translucidus at a single level.";"";"4.0";"27.2";"";"";"";"";"";"";
"14.05.2017 17:30";"33.2";"745.5";"750.4";"-0.9";"67";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"26.3";"";"";"";"";"";"";
"14.05.2017 14:30";"34.2";"746.4";"751.3";"-1.7";"64";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"14.05.2017 11:30";"32.4";"748.1";"753.1";"-0.9";"68";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.7";"";"";"";"";"";"";
"14.05.2017 08:30";"28.4";"749.0";"754.0";"";"78";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"13.05.2017 17:30";"23.6";"747.1";"752.2";"-2.1";"98";"Calm, no wind";"0";"";"";"100%.";"Thunderstorm (with or without precipitation). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"36.6";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.3";"";"";"";"";"";"";
"13.05.2017 14:30";"26.2";"749.2";"754.3";"-0.5";"94";"Wind blowing from the north-west";"5";"";"";"100%.";"Thunderstorm, heavy, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"10.0";"25.1";"";"";"";"";"";"";
"13.05.2017 11:30";"35.6";"749.7";"754.6";"-0.9";"65";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"28.0";"";"";"";"";"";"";
"13.05.2017 08:30";"31.2";"750.6";"755.6";"";"77";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"26.8";"";"";"";"";"";"";
"12.05.2017 17:30";"33.6";"748.6";"753.5";"-1.1";"64";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"10.0";"25.8";"";"";"";"";"";"";
"12.05.2017 14:30";"35.0";"749.7";"754.6";"-2.5";"53";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"24.2";"";"";"";"";"";"";
"12.05.2017 11:30";"32.4";"752.2";"757.2";"-1.2";"55";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"12.05.2017 08:30";"29.6";"753.4";"758.4";"";"69";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"11.05.2017 17:30";"21.6";"749.9";"755.0";"1.2";"96";"Wind blowing from the south-southeast";"3";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"38.0";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"2.0";"21.0";"";"";"";"";"";"";
"11.05.2017 14:30";"37.8";"748.7";"753.6";"-3.0";"44";"Wind blowing from the south-southeast";"2";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.6";"";"";"";"";"";"";
"11.05.2017 11:30";"35.6";"751.7";"756.6";"-0.8";"56";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"11.05.2017 08:30";"31.4";"752.5";"757.5";"";"72";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"10.0";"25.8";"";"";"";"";"";"";
"10.05.2017 17:30";"33.4";"749.7";"754.6";"-0.9";"53";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"35.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.7";"";"";"";"";"";"";
"10.05.2017 14:30";"35.0";"750.6";"755.5";"-1.7";"49";"Wind blowing from the south-southwest";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.9";"";"";"";"";"";"";
"10.05.2017 11:30";"32.0";"752.3";"757.3";"-0.4";"58";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.7";"";"";"";"";"";"";
"10.05.2017 08:30";"28.2";"752.7";"757.8";"";"72";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"22.5";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.6";"";"";"";"";"";"";
"09.05.2017 17:30";"27.8";"750.2";"755.2";"-0.7";"61";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"34.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.5";"";"";"";"";"";"";
"09.05.2017 14:30";"30.4";"750.9";"755.9";"-0.9";"56";"Wind blowing from the north-northeast";"3";"";"";"70 – 80%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.8";"";"";"";"";"";"";
"09.05.2017 11:30";"34.4";"751.8";"756.7";"-0.2";"52";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.2";"";"";"";"";"";"";
"09.05.2017 08:30";"31.6";"752.0";"757.0";"";"66";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"24.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.5";"";"";"";"";"";"";
"08.05.2017 17:30";"34.6";"748.0";"752.9";"-1.4";"60";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"36.8";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"";"10.0";"25.7";"";"";"";"";"";"";
"08.05.2017 14:30";"36.4";"749.4";"754.3";"-2.4";"56";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.2";"";"";"";"";"";"";
"08.05.2017 11:30";"35.0";"751.8";"756.7";"-0.7";"59";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.8";"";"";"";"";"";"";
"08.05.2017 08:30";"30.2";"752.5";"757.5";"";"76";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"26.8";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"07.05.2017 17:30";"34.6";"748.9";"753.8";"-1.1";"49";"Wind blowing from the east-southeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"36.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.4";"";"";"";"";"";"";
"07.05.2017 14:30";"35.6";"750.0";"754.9";"-2.1";"42";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.8";"";"";"";"";"";"";
"07.05.2017 11:30";"34.6";"752.1";"757.0";"-0.8";"45";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.0";"";"";"";"";"";"";
"07.05.2017 08:30";"30.8";"752.9";"757.9";"";"68";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"10.0";"24.2";"";"";"";"";"";"";
"06.05.2017 17:30";"35.6";"748.1";"753.0";"-1.7";"54";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"37.5";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
