# Weather station Nagapattinam, India, WMO_ID=43347,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43347&lang=en
#
"Local time in Nagapattinam";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.02.2017 17:30";"27.0";"758.2";"759.1";"0.2";"70";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"29.9";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"01.02.2017 14:30";"29.2";"758.0";"758.8";"-2.0";"59";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"01.02.2017 11:30";"28.4";"760.0";"760.8";"-0.3";"64";"Wind blowing from the north-east";"3";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.9";"";"";"";"";"";"";
"01.02.2017 08:30";"23.2";"760.3";"761.2";"1.6";"88";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"22.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"01.02.2017 05:30";"24.4";"758.7";"759.5";"0.2";"80";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.7";"";"";"";"";"";"";
"01.02.2017 02:30";"24.0";"758.5";"759.3";"-0.9";"83";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"31.01.2017 23:30";"24.8";"759.4";"760.3";"0.0";"70";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"31.01.2017 20:30";"25.4";"759.4";"760.2";"1.5";"66";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"31.01.2017 17:30";"27.2";"757.9";"758.8";"0.4";"67";"Wind blowing from the east-northeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"30.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.5";"";"";"";"";"";"";
"31.01.2017 14:30";"29.2";"757.5";"758.2";"-1.9";"63";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.5";"";"";"";"";"";"";
"31.01.2017 11:30";"28.8";"759.4";"760.3";"-0.2";"76";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.2";"";"";"";"";"";"";
"31.01.2017 08:30";"25.0";"759.6";"760.4";"1.2";"91";"variable wind direction";"1";"";"";"60%.";" ";"";"";"23.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.5";"";"";"";"";"";"";
"31.01.2017 05:30";"24.0";"758.4";"759.2";"0.1";"88";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"31.01.2017 02:30";"24.8";"758.3";"759.1";"-0.8";"87";"Wind blowing from the north-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"30.01.2017 23:30";"25.0";"759.1";"759.9";"-0.2";"83";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"30.01.2017 20:30";"25.8";"759.3";"760.1";"1.7";"79";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.9";"";"";"";"";"";"";
"30.01.2017 17:30";"27.0";"757.6";"758.4";"-0.3";"77";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"29.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.6";"";"";"";"";"";"";
"30.01.2017 14:30";"29.0";"757.9";"758.8";"-2.4";"74";"Wind blowing from the north-east";"3";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.8";"";"";"";"";"";"";
"30.01.2017 11:30";"28.8";"760.3";"761.2";"0.3";"75";"Wind blowing from the north";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.9";"";"";"";"";"";"";
"30.01.2017 08:30";"26.4";"760.0";"760.9";"1.6";"84";"variable wind direction";"1";"";"";"10%  or less, but not 0";" ";"";"";"25.1";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.5";"";"";"";"";"";"";
"30.01.2017 05:30";"25.8";"758.4";"759.2";"0.5";"93";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.6";"";"";"";"";"";"";
"30.01.2017 02:30";"25.8";"757.9";"758.7";"-1.2";"93";"Wind blowing from the north-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"29.01.2017 23:30";"26.0";"759.1";"760.0";"-0.2";"92";"Wind blowing from the north-northeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"29.01.2017 20:30";"26.4";"759.3";"760.1";"1.5";"92";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.0";"";"";"";"";"";"";
"29.01.2017 17:30";"27.4";"757.8";"758.6";"0.0";"90";"Wind blowing from the north-northeast";"2";"";"";"50%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Drizzle.";"";"29.4";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.7";"";"";"";"";"";"";
"29.01.2017 14:30";"26.8";"757.8";"758.6";"-2.1";"95";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.0";"";"";"";"";"";"";
"29.01.2017 11:30";"28.2";"759.9";"760.7";"-0.1";"91";"Wind blowing from the east-northeast";"3";"";"";"70 – 80%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.5";"";"";"";"";"";"";
"29.01.2017 08:30";"27.0";"760.0";"760.9";"1.7";"87";"Wind blowing from the north-east";"2";"";"";"90  or more, but not 100%";" ";"";"";"24.7";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"29.01.2017 05:30";"25.4";"758.3";"759.1";"0.1";"95";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"29.01.2017 02:30";"25.6";"758.2";"759.1";"-1.2";"95";"Wind blowing from the east-southeast";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.7";"";"";"";"";"";"";
"28.01.2017 23:30";"25.0";"759.4";"760.2";"0.0";"95";"Wind blowing from the north-northeast";"2";"";"";"70 – 80%.";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"28.01.2017 20:30";"26.4";"759.4";"760.2";"1.9";"89";"Wind blowing from the north-northeast";"4";"";"";"50%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.4";"";"";"";"";"";"";
"28.01.2017 17:30";"27.4";"757.5";"758.3";"0.1";"87";"Wind blowing from the east-northeast";"2";"";"";"50%.";" ";"";"";"";"29.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.1";"";"";"";"";"";"";
"28.01.2017 14:30";"28.2";"757.4";"758.2";"-1.9";"87";"Wind blowing from the east-northeast";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.9";"";"";"";"";"";"";
"28.01.2017 11:30";"28.4";"759.3";"760.1";"0.1";"89";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.4";"";"";"";"";"";"";
"28.01.2017 08:30";"24.4";"759.2";"760.0";"1.9";"96";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"23.1";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.8";"";"";"";"";"";"";
"28.01.2017 05:30";"24.0";"757.3";"758.1";"-0.3";"95";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"28.01.2017 02:30";"24.0";"757.6";"758.5";"-1.8";"95";"Calm, no wind";"0";"";"";"100%.";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Rain.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altostratus translucidus.";"";"2.0";"23.1";"";"";"";"";"";"";
"27.01.2017 23:30";"23.8";"759.4";"760.2";"0.0";"95";"Wind blowing from the north-east";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altostratus translucidus.";"";"2.0";"22.9";"";"";"";"";"";"";
"27.01.2017 20:30";"25.4";"759.4";"760.2";"1.8";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"23.9";"";"";"";"";"";"";
"27.01.2017 17:30";"25.6";"757.6";"758.5";"-0.2";"90";"Wind blowing from the north-northeast";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Drizzle.";"";"28.3";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"23.9";"";"";"";"";"";"";
"27.01.2017 14:30";"25.4";"757.8";"758.6";"-1.5";"91";"Wind blowing from the east-southeast";"1";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altostratus translucidus.";"";"4.0";"23.9";"";"";"";"";"";"";
"27.01.2017 11:30";"27.4";"759.3";"760.1";"0.2";"87";"Wind blowing from the north-east";"2";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.1";"";"";"";"";"";"";
"27.01.2017 08:30";"25.2";"759.1";"759.9";"1.4";"96";"Wind blowing from the north-east";"2";"";"";"90  or more, but not 100%";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"27.01.2017 05:30";"25.0";"757.7";"758.5";"-0.2";"98";"variable wind direction";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"27.01.2017 02:30";"24.4";"757.9";"758.7";"-1.2";"98";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"24.1";"";"";"";"";"";"";
"26.01.2017 23:30";"25.0";"759.1";"759.9";"-0.3";"98";"Wind blowing from the north";"1";"";"";"50%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Drizzle.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.7";"";"";"";"";"";"";
"26.01.2017 20:30";"26.0";"759.4";"760.2";"1.6";"90";"Wind blowing from the north-northeast";"2";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"24.3";"";"";"";"";"";"";
"26.01.2017 17:30";"26.0";"757.8";"758.6";"-0.3";"90";"Wind blowing from the north-east";"2";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"28.1";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
