# Weather station Banda, India, WMO_ID=42473,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42473&lang=en
#
"Local time in Banda";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.05.2016 17:30";"44.0";"735.4";"745.0";"";"31";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"45.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.5";"";"";"";"";"";"";
"22.05.2016 08:30";"34.6";"738.4";"748.4";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"21.05.2016 17:30";"40.0";"735.5";"745.3";"";"45";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"43.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"20.05.2016 17:30";"42.0";"735.0";"744.7";"";"38";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"44.2";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"20.05.2016 08:30";"32.0";"739.5";"749.6";"";"72";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"30.2";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"19.05.2016 08:30";"34.4";"739.8";"749.8";"";"65";"Wind blowing from the south-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"31.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"27.0";"";"";"";"";"";"";
"18.05.2016 17:30";"44.6";"736.8";"746.4";"";"22";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"47.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.4";"";"";"";"";"";"";
"18.05.2016 08:30";"35.6";"739.8";"749.8";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.6";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"17.05.2016 08:30";"37.6";"741.1";"751.0";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"32.4";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"16.05.2016 17:30";"44.0";"737.7";"747.4";"";"33";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"46.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.2";"";"";"";"";"";"";
"16.05.2016 08:30";"36.0";"741.5";"751.5";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"31.2";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"15.05.2016 17:30";"43.6";"739.8";"749.5";"";"34";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"46.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.4";"";"";"";"";"";"";
"14.05.2016 17:30";"43.8";"739.5";"749.2";"";"31";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"47.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.2";"";"";"";"";"";"";
"14.05.2016 08:30";"36.6";"742.8";"752.8";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"31.4";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"13.05.2016 17:30";"40.0";"739.1";"748.9";"";"33";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"46.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.0";"";"";"";"";"";"";
"13.05.2016 08:30";"35.6";"741.8";"751.8";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.2";"";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"12.05.2016 17:30";"41.6";"738.1";"747.9";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.4";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"12.05.2016 08:30";"34.0";"742.7";"752.8";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"11.05.2016 17:30";"40.0";"740.8";"750.6";"";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"11.05.2016 08:30";"33.6";"745.4";"755.5";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.6";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"10.05.2016 17:30";"39.6";"741.7";"751.6";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"10.05.2016 08:30";"33.0";"746.1";"756.2";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"09.05.2016 17:30";"38.0";"742.2";"752.1";"";"40";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"41.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.1";"";"";"";"";"";"";
"08.05.2016 17:30";"40.0";"742.0";"751.9";"";"35";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"42.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.8";"";"";"";"";"";"";
"08.05.2016 08:30";"32.4";"745.5";"755.7";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"07.05.2016 17:30";"38.0";"742.7";"752.6";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"07.05.2016 08:30";"30.4";"745.8";"756.0";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"06.05.2016 20:30";"30.4";"743.5";"753.7";"1.8";"50";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"18.7";"";"";"";"";"";"";
"06.05.2016 17:30";"37.0";"741.7";"751.7";"";"42";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"40.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.9";"";"";"";"";"";"";
"05.05.2016 17:30";"37.6";"741.7";"751.6";"";"40";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"40.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.9";"";"";"";"";"";"";
"04.05.2016 17:30";"39.4";"740.5";"750.4";"";"38";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"04.05.2016 08:30";"33.2";"744.8";"754.9";"";"50";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"03.05.2016 08:30";"36.0";"745.1";"755.1";"";"31";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"29.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.2";"";"";"";"";"";"";
"02.05.2016 17:30";"43.2";"739.6";"749.3";"";"19";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"47.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.7";"";"";"";"";"";"";
"02.05.2016 08:30";"36.0";"742.7";"752.7";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"01.05.2016 17:30";"42.0";"740.1";"749.9";"";"";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"45.2";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"01.05.2016 08:30";"32.0";"743.5";"753.6";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"30.04.2016 17:30";"42.0";"740.5";"750.3";"";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"30.04.2016 08:30";"33.6";"743.8";"753.9";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"29.04.2016 08:30";"32.6";"744.8";"754.9";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"28.04.2016 17:30";"42.0";"741.4";"751.2";"";"29";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"44.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.3";"";"";"";"";"";"";
"28.04.2016 08:30";"33.0";"744.4";"754.5";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"27.04.2016 17:30";"40.4";"741.5";"751.3";"";"29";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"44.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.3";"";"";"";"";"";"";
"27.04.2016 08:30";"34.0";"744.7";"754.8";"";"37";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"28.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.2";"";"";"";"";"";"";
"26.04.2016 17:30";"39.6";"743.2";"753.1";"";"25";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"44.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.4";"";"";"";"";"";"";
"26.04.2016 08:30";"33.6";"746.0";"756.1";"";"26";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.6";"";"";"";"";"";"";
"25.04.2016 17:30";"40.0";"742.0";"751.9";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"25.04.2016 08:30";"32.6";"743.8";"753.9";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"24.04.2016 17:30";"39.0";"740.5";"750.4";"";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"24.04.2016 08:30";"31.4";"742.6";"752.7";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"23.04.2016 17:30";"39.0";"739.0";"748.9";"";"32";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"22.04.2016 17:30";"41.2";"738.3";"748.1";"";"32";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"44.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.5";"";"";"";"";"";"";
"22.04.2016 08:30";"33.0";"742.6";"752.7";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"21.04.2016 17:30";"39.8";"740.4";"750.2";"";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"21.04.2016 08:30";"33.0";"743.6";"753.7";"";"35";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"27.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.4";"";"";"";"";"";"";
"20.04.2016 17:30";"40.8";"742.4";"752.2";"";"25";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"44.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.3";"";"";"";"";"";"";
"20.04.2016 08:30";"33.0";"745.4";"755.5";"";"39";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"27.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.4";"";"";"";"";"";"";
"19.04.2016 17:30";"41.0";"742.3";"752.1";"";"25";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"44.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.6";"";"";"";"";"";"";
"19.04.2016 08:30";"33.4";"745.1";"755.2";"";"29";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"26.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.8";"";"";"";"";"";"";
"18.04.2016 17:30";"40.6";"741.2";"751.0";"";"25";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"43.8";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"18.04.2016 08:30";"34.6";"744.7";"754.8";"";"31";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"24.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.1";"";"";"";"";"";"";
"17.04.2016 17:30";"37.6";"741.1";"751.0";"";"29";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"42.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.9";"";"";"";"";"";"";
"17.04.2016 08:30";"33.0";"743.0";"753.1";"";"30";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"27.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.1";"";"";"";"";"";"";
"16.04.2016 17:30";"42.0";"739.8";"749.6";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"45.4";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"16.04.2016 08:30";"31.6";"743.7";"753.9";"";"33";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"26.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.3";"";"";"";"";"";"";
"15.04.2016 17:30";"41.0";"741.6";"751.4";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"44.8";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"14.04.2016 08:30";"32.0";"743.3";"753.4";"";"51";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"13.04.2016 17:30";"38.4";"739.9";"749.8";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.4";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"13.04.2016 08:30";"31.0";"744.5";"754.7";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"12.04.2016 17:30";"37.0";"742.1";"752.1";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"12.04.2016 08:30";"30.0";"746.1";"756.3";"";"53";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"11.04.2016 17:30";"39.0";"742.8";"752.7";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"11.04.2016 08:30";"29.4";"746.0";"756.3";"";"50";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.8";"";"";"";"";"";"";
"10.04.2016 08:30";"29.6";"747.2";"757.5";"";"49";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.7";"";"";"";"";"";"";
"09.04.2016 17:30";"39.4";"744.1";"754.0";"";"31";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"42.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.5";"";"";"";"";"";"";
"09.04.2016 08:30";"31.0";"746.8";"757.0";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"08.04.2016 17:30";"38.4";"743.2";"753.1";"";"32";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"41.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.9";"";"";"";"";"";"";
"08.04.2016 08:30";"30.0";"746.7";"757.0";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"07.04.2016 17:30";"34.6";"743.9";"754.0";"";"38";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"38.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.4";"";"";"";"";"";"";
"07.04.2016 08:30";"29.0";"745.7";"756.0";"";"61";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.6";"";"";"";"";"";"";
"06.04.2016 17:30";"38.2";"743.0";"752.9";"";"39";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"41.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.0";"";"";"";"";"";"";
"06.04.2016 08:30";"30.0";"746.1";"756.3";"";"59";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"23.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.0";"";"";"";"";"";"";
