# Weather station Agra, India, WMO_ID=42260,selection from 01.01.2012 till 25.06.2018, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42260&lang=en
#
"Local time in Agra";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.02.2014 08:30";"14.7";"749.1";"764.2";"";"100";"Wind blowing from the west-northwest";"4";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"14.2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"2500 or more, or no clouds.";"";"";"1.0";"14.7";"";"";"";"";"";"";
"08.02.2014 05:30";"14.6";"742.7";"757.7";"";"100";"Wind blowing from the north-west";"4";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"14.6";"";"";"";"";"";"";
"07.02.2014 17:30";"24.6";"741.2";"755.6";"";"57";"variable wind direction";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"27.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"07.02.2014 11:30";"23.7";"744.0";"758.5";"0.6";"56";"Wind blowing from the south-east";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"07.02.2014 08:30";"16.4";"743.4";"758.3";"1.3";"83";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"07.02.2014 05:30";"15.2";"742.1";"757.0";"";"93";"Wind blowing from the east";"2";"";"";"20–30%.";"Mist. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.0";"";"";"";"";"";"";
"06.02.2014 17:30";"23.5";"742.5";"757.0";"";"55";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"";"26.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.9";"";"";"";"";"";"";
"06.02.2014 11:30";"22.4";"745.6";"760.2";"0.4";"51";"Wind blowing from the east-southeast";"3";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"06.02.2014 08:30";"15.2";"745.2";"760.2";"";"100";"variable wind direction";"1";"";"";"10%  or less, but not 0";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.9";"25.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"15.2";"";"";"";"";"";"";
"06.02.2014 05:30";"11.3";"743.6";"758.8";"";"100";"variable wind direction";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"11.3";"";"";"";"";"";"";
"05.02.2014 17:30";"21.8";"743.5";"758.1";"";"54";"Wind blowing from the north";"3";"";"";"no clouds";" ";"";"";"";"25.7";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"05.02.2014 11:30";"22.3";"745.1";"759.7";"1.1";"54";"Wind blowing from the north-west";"3";"";"";"20–30%.";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"12.6";"";"";"";"";"";"";
"05.02.2014 08:30";"12.4";"744.0";"759.1";"1.5";"100";"variable wind direction";"1";"";"";"20–30%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.05";"12.4";"";"";"";"";"";"";
"05.02.2014 05:30";"10.8";"742.5";"757.7";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.5";"10.8";"";"";"";"";"";"";
"04.02.2014 17:30";"23.2";"742.2";"756.7";"";"70";"Wind blowing from the west-northwest";"2";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"26.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.5";"";"";"";"";"";"";
"04.02.2014 11:30";"23.9";"744.8";"759.3";"";"60";"Wind blowing from the north-west";"3";"";"";"40%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.6";"";"";"";"";"";"";
"04.02.2014 05:30";"11.8";"743.6";"758.7";"";"100";"variable wind direction";"1";"";"";"50%.";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"1.0";"11.8";"";"";"";"";"";"";
"03.02.2014 17:30";"22.9";"744.2";"758.8";"";"69";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"26.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.9";"";"";"";"";"";"";
"03.02.2014 11:30";"22.0";"747.3";"762.0";"0.5";"59";"Wind blowing from the south-west";"3";"";"";"60%.";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.7";"";"";"";"";"";"";
"03.02.2014 08:30";"10.6";"746.8";"762.1";"0.9";"100";"variable wind direction";"1";"";"";"no clouds";"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"7.6";"";"";"";"";"";"";"0.2";"10.6";"";"";"";"";"";"";
"03.02.2014 05:30";"7.9";"745.9";"761.3";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.2";"7.9";"";"";"";"";"";"";
"02.02.2014 17:30";"18.2";"746.5";"761.4";"";"87";"variable wind direction";"1";"";"";"70 – 80%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"20.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"16.0";"";"";"";"";"";"";
"02.02.2014 11:30";"12.4";"750.0";"765.2";"0.2";"100";"variable wind direction";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"12.4";"";"";"";"";"";"";
"02.02.2014 08:30";"8.7";"749.8";"765.2";"";"100";"variable wind direction";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"6.9";"17.8";"";"Sky obscured by fog and/or other meteorological phenomena.";"2500 or more, or no clouds.";"";"";"less than 0.05";"8.7";"";"";"";"";"";"";
"02.02.2014 05:30";"7.0";"748.7";"764.2";"";"100";"Wind blowing from the south";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"2500 or more, or no clouds.";"";"";"less than 0.05";"7.0";"";"";"";"";"";"";
"01.02.2014 17:30";"15.5";"749.4";"764.4";"";"91";"Wind blowing from the west-southwest";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"17.8";"";"";"";"";"";"1.0";"14.1";"";"";"";"";"";"";
"01.02.2014 11:30";"11.9";"751.6";"766.9";"0.8";"100";"variable wind direction";"1";"";"";"100%.";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"300-600";"";"";"1.0";"11.9";"";"";"";"";"";"";
"01.02.2014 08:30";"9.5";"750.8";"766.2";"1.7";"100";"variable wind direction";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"2500 or more, or no clouds.";"";"";"0.2";"9.5";"";"";"";"";"";"";
"01.02.2014 05:30";"9.0";"749.1";"764.5";"";"100";"Wind blowing from the east";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"2500 or more, or no clouds.";"";"";"less than 0.05";"9.0";"";"";"";"";"";"";
"31.01.2014 17:30";"13.8";"749.1";"764.2";"";"100";"variable wind direction";"1";"";"";"50%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"15.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"13.8";"";"";"";"";"";"";
"31.01.2014 11:30";"12.2";"751.5";"766.8";"0.8";"100";"variable wind direction";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"2500 or more, or no clouds.";"";"";"0.2";"12.2";"";"";"";"";"";"";
"31.01.2014 08:30";"11.3";"750.7";"766.0";"";"100";"variable wind direction";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.3";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"2500 or more, or no clouds.";"";"";"0.05";"11.3";"";"";"";"";"";"";
"30.01.2014 17:30";"15.9";"748.3";"763.3";"";"97";"Wind blowing from the north";"2";"";"";"no clouds";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"19.3";"";"";"";"";"";"1.0";"15.4";"";"";"";"";"";"";
"30.01.2014 11:30";"12.5";"751.2";"766.4";"0.5";"100";"variable wind direction";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"2500 or more, or no clouds.";"";"";"0.5";"12.5";"";"";"";"";"";"";
"30.01.2014 08:30";"11.5";"750.7";"766.0";"";"100";"Wind blowing from the south-west";"3";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"2500 or more, or no clouds.";"";"";"0.05";"11.5";"";"";"";"";"";"";
"30.01.2014 05:30";"11.6";"749.1";"764.4";"";"100";"variable wind direction";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"2500 or more, or no clouds.";"";"";"less than 0.05";"11.6";"";"";"";"";"";"";
"29.01.2014 17:30";"18.4";"748.0";"762.9";"";"88";"Wind blowing from the south-southwest";"4";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"23.3";"";"";"";"";"";"2.0";"16.3";"";"";"";"";"";"";
"29.01.2014 11:30";"20.6";"750.1";"764.9";"1.0";"65";"Wind blowing from the east-southeast";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"13.8";"";"";"";"";"";"";
"29.01.2014 08:30";"13.0";"749.1";"764.3";"";"100";"Wind blowing from the east";"2";"";"";"20–30%.";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.1";"23.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"13.0";"";"";"";"";"";"";
"29.01.2014 05:30";"9.7";"747.5";"762.8";"";"100";"Wind blowing from the north-east";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"9.7";"";"";"";"";"";"";
"28.01.2014 17:30";"20.6";"746.7";"761.4";"";"71";"variable wind direction";"1";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"23.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.2";"";"";"";"";"";"";
"28.01.2014 11:30";"20.8";"749.4";"764.2";"0.1";"57";"Wind blowing from the west-northwest";"4";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.0";"";"";"";"";"";"";
"28.01.2014 08:30";"13.1";"749.3";"764.5";"";"86";"Wind blowing from the west";"2";"";"";"50%.";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.6";"23.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"10.8";"";"";"";"";"";"";
"28.01.2014 05:30";"8.6";"748.2";"763.6";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"8.6";"";"";"";"";"";"";
"27.01.2014 17:30";"20.3";"748.2";"763.0";"";"66";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"23.2";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"27.01.2014 11:30";"19.8";"751.1";"766.0";"0.1";"59";"Wind blowing from the west-northwest";"3";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
