# Weather station Shahjahanpur, India, WMO_ID=42266,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42266&lang=en
#
"Local time in Shahjahanpur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"26.05.2017 17:30";"38.0";"732.6";"745.2";"";"37";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"26.05.2017 08:30";"30.4";"737.1";"750.1";"";"53";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.4";"";"";"";"";"";"";"";"19.8";"";"";"";"";"";"";
"25.05.2017 17:30";"39.4";"734.1";"746.6";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"24.05.2017 17:30";"39.0";"735.7";"748.3";"";"30";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"24.05.2017 08:30";"29.0";"739.1";"752.2";"";"54";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.4";"";"";"";"";"";"";"2.0";"18.8";"";"";"";"";"";"";
"23.05.2017 17:30";"38.0";"736.1";"748.7";"";"29";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"23.05.2017 08:30";"27.4";"739.7";"752.8";"";"60";"Wind blowing from the west";"2";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.4";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"19.0";"";"";"";"";"";"";
"22.05.2017 17:30";"37.4";"735.9";"748.6";"";"35";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"21.05.2017 17:30";"39.0";"734.6";"747.2";"";"28";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"21.05.2017 08:30";"29.0";"737.9";"750.9";"";"62";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.3";"";"";"";"";"";"";"2.0";"20.9";"";"";"";"";"";"";
"20.05.2017 17:30";"38.0";"734.3";"746.9";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"20.05.2017 08:30";"28.4";"739.4";"752.5";"";"55";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.8";"";"";"";"";"";"";"2.0";"18.4";"";"";"";"";"";"";
"19.05.2017 17:30";"35.4";"736.7";"749.5";"";"27";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"19.05.2017 08:30";"29.6";"739.2";"752.2";"";"61";"Wind blowing from the south-west";"1";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"21.2";"";"";"";"";"";"";
"18.05.2017 17:30";"37.0";"736.0";"748.7";"";"32";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"18.05.2017 08:30";"26.2";"739.3";"752.5";"";"78";"Wind blowing from the south";"2";"";"";"50%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.4";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"22.0";"";"";"";"";"";"";
"17.05.2017 17:30";"27.4";"736.2";"749.3";"";"63";"Wind blowing from the east";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Drizzle.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"35.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.7";"";"";"";"";"";"";
"16.05.2017 17:30";"38.0";"733.8";"746.4";"";"42";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"16.05.2017 08:30";"29.4";"";"749.1";"";"71";"Wind blowing from the east";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.8";"";"";"";"";"";"";"2.0";"23.6";"";"";"";"";"";"";
"15.05.2017 17:30";"40.0";"";"746.0";"";"26";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"15.05.2017 08:30";"30.0";"";"750.4";"";"66";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.5";"";"";"";"";"";"";"2.0";"23.0";"";"";"";"";"";"";
"14.05.2017 17:30";"40.2";"";"747.5";"";"23";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"13.05.2017 17:30";"37.4";"";"749.1";"";"39";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"13.05.2017 08:30";"29.0";"";"754.9";"";"58";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"12.05.2017 17:30";"38.0";"";"750.6";"";"40";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"12.05.2017 08:30";"28.4";"";"754.4";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"11.05.2017 17:30";"37.4";"";"752.0";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"11.05.2017 08:30";"28.8";"";"755.1";"";"52";"Wind blowing from the south-east";"3";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.8";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"18.0";"";"";"";"";"";"";
"09.05.2017 17:30";"35.4";"736.9";"749.7";"";"35";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"09.05.2017 08:30";"25.4";"";"";"";"72";"Wind blowing from the east";"2";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.4";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"19.9";"";"";"";"";"";"";
"08.05.2017 17:30";"37.0";"737.0";"749.7";"";"43";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"08.05.2017 08:30";"29.4";"741.5";"754.6";"";"67";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.4";"";"";"";"";"";"";"2.0";"22.7";"";"";"";"";"";"";
"06.05.2017 17:30";"39.0";"738.1";"750.7";"";"21";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.4";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"06.05.2017 08:30";"29.0";"741.4";"754.5";"";"52";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.7";"";"";"";"";"";"";"2.0";"18.1";"";"";"";"";"";"";
"05.05.2017 17:30";"37.4";"737.9";"750.6";"";"21";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"04.05.2017 17:30";"36.4";"739.4";"752.2";"";"22";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"03.05.2017 17:30";"36.4";"739.0";"751.7";"";"21";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"39.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.4";"";"";"";"";"";"";
"03.05.2017 08:30";"26.0";"742.0";"755.2";"";"65";"Wind blowing from the east";"2";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.8";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"18.8";"";"";"";"";"";"";
"02.05.2017 17:30";"36.0";"740.3";"753.1";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"02.05.2017 08:30";"26.8";"743.5";"756.7";"";"60";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.7";"";"";"";"";"";"";"2.0";"18.3";"";"";"";"";"";"";
"01.05.2017 08:30";"22.4";"741.8";"755.2";"";"74";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"19.8";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"17.6";"";"";"";"";"";"";
"30.04.2017 08:30";"27.0";"740.6";"753.8";"";"56";"Wind blowing from the north";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.8";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"17.5";"";"";"";"";"";"";
"29.04.2017 17:30";"38.4";"737.6";"750.2";"";"23";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"29.04.2017 08:30";"";"";"751.8";"";"";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.9";"";"";"";"";"";"";
"28.04.2017 17:30";"37.4";"738.3";"751.0";"";"19";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"28.04.2017 08:30";"29.0";"738.9";"752.0";"";"52";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"27.04.2017 17:30";"36.4";"738.9";"751.6";"";"26";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"27.04.2017 08:30";"29.4";"738.3";"751.3";"";"64";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"26.04.2017 17:30";"37.0";"736.8";"749.5";"";"26";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"26.04.2017 08:30";"28.4";"738.9";"752.0";"";"68";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"25.04.2017 17:30";"37.4";"736.5";"749.2";"";"35";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"25.04.2017 08:30";"28.4";"739.5";"752.6";"";"57";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"24.04.2017 17:30";"37.0";"736.3";"749.0";"";"24";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"24.04.2017 08:30";"29.4";"738.9";"751.9";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"23.04.2017 17:30";"36.0";"735.9";"748.6";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"23.04.2017 08:30";"29.0";"738.3";"751.4";"";"71";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"22.04.2017 17:30";"37.0";"734.7";"747.4";"";"45";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"22.04.2017 08:30";"28.0";"738.8";"751.9";"";"73";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"21.04.2017 17:30";"38.4";"735.9";"748.5";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"21.04.2017 08:30";"28.4";"738.2";"751.3";"";"64";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"20.04.2017 17:30";"38.0";"733.8";"746.4";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"20.04.2017 08:30";"29.4";"737.7";"750.7";"";"62";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"19.04.2017 17:30";"38.4";"734.6";"747.2";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"18.04.2017 17:30";"38.0";"736.0";"748.6";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"18.04.2017 08:30";"30.0";"739.4";"752.4";"";"61";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"17.04.2017 17:30";"36.0";"737.7";"750.4";"";"40";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"17.04.2017 08:30";"26.4";"740.1";"753.3";"";"46";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"16.04.2017 17:30";"36.0";"737.4";"750.1";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"16.04.2017 08:30";"26.0";"740.8";"754.0";"";"49";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"15.04.2017 17:30";"37.4";"735.5";"748.1";"";"21";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"15.04.2017 08:30";"25.6";"740.1";"753.3";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.8";"";"";"";"";"";"";"2.0";"17.3";"";"";"";"";"";"";
"14.04.2017 17:30";"37.2";"738.0";"750.7";"";"31";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"14.04.2017 08:30";"24.0";"742.4";"755.7";"";"54";"Wind blowing from the east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.0";"";"";"";"";"";"";"2.0";"14.2";"";"";"";"";"";"";
"13.04.2017 17:30";"37.0";"738.9";"751.6";"";"22";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"13.04.2017 08:30";"24.0";"742.2";"755.5";"";"42";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.4";"";"";"";"";"";"";"2.0";"10.3";"";"";"";"";"";"";
"12.04.2017 17:30";"36.0";"738.0";"750.7";"";"21";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"12.04.2017 08:30";"23.0";"740.6";"754.0";"";"38";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.4";"";"";"";"";"";"";"2.0";"7.8";"";"";"";"";"";"";
"11.04.2017 17:30";"34.2";"738.5";"751.3";"";"17";"Wind blowing from the north";"3";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"11.04.2017 08:30";"22.4";"741.1";"754.5";"";"76";"Wind blowing from the west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.7";"";"";"";"";"";"";"2.0";"17.9";"";"";"";"";"";"";
"10.04.2017 17:30";"32.4";"739.1";"752.0";"";"23";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"10.04.2017 08:30";"20.0";"742.0";"755.5";"";"34";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.0";"";"";"";"";"";"";"2.0";"3.7";"";"";"";"";"";"";
"09.04.2017 17:30";"32.6";"741.2";"754.1";"";"14";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"34.3";"";"";"";"";"";"4.0";"2.2";"";"";"";"";"";"";
"09.04.2017 08:30";"23.0";"743.2";"756.6";"";"31";"Wind blowing from the west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.3";"";"";"";"";"";"";"2.0";"5.0";"";"";"";"";"";"";
"08.04.2017 17:30";"34.0";"741.9";"754.8";"";"14";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"35.3";"";"";"";"";"";"4.0";"3.2";"";"";"";"";"";"";
"08.04.2017 08:30";"23.2";"743.5";"756.9";"";"51";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.4";"";"";"";"";"";"";"2.0";"12.4";"";"";"";"";"";"";
"07.04.2017 17:30";"36.0";"738.5";"751.3";"";"21";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"07.04.2017 08:30";"26.0";"740.7";"753.9";"";"72";"Wind blowing from the west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.3";"";"";"";"";"";"";"2.0";"20.5";"";"";"";"";"";"";
"06.04.2017 17:30";"33.8";"737.3";"750.1";"";"41";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.9";"";"";"";"";"";"";
"06.04.2017 08:30";"25.6";"741.3";"754.6";"";"72";"Wind blowing from the east";"2";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.8";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"20.1";"";"";"";"";"";"";
