# Weather station Varanasi, India, WMO_ID=42483,selection from 17.11.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42483&lang=en
#
"Local time in Varanasi";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.01.2017 08:30";"12.8";"753.2";"761.3";"";"96";"Wind blowing from the north-east";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"12.0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.05";"12.1";"";"";"";"";"";"";
"06.01.2017 17:30";"17.2";"752.9";"760.9";"";"86";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"18.0";"";"";"";"";"";"1.0";"14.8";"";"";"";"";"";"";
"06.01.2017 08:30";"11.8";"755.4";"763.6";"";"97";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.5";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"less than 0.05";"11.4";"";"";"";"";"";"";
"05.01.2017 17:30";"18.8";"753.3";"761.3";"";"83";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"21.0";"";"";"";"";"";"1.0";"15.8";"";"";"";"";"";"";
"05.01.2017 08:30";"12.4";"755.9";"764.1";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.5";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"less than 0.05";"12.4";"";"";"";"";"";"";
"04.01.2017 17:30";"18.4";"754.7";"762.7";"";"81";"Wind blowing from the north-west";"1";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"21.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"15.0";"";"";"";"";"";"";
"04.01.2017 08:30";"13.8";"756.6";"764.8";"";"96";"Wind blowing from the west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.6";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.5";"13.1";"";"";"";"";"";"";
"03.01.2017 17:30";"18.6";"755.0";"763.0";"";"79";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"20.5";"";"";"";"";"";"1.0";"14.8";"";"";"";"";"";"";
"03.01.2017 08:30";"15.6";"757.8";"765.9";"";"91";"Wind blowing from the north-east";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"15.2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.5";"14.2";"";"";"";"";"";"";
"02.01.2017 17:30";"20.2";"754.2";"762.1";"";"80";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"23.0";"";"";"";"";"";"2.0";"16.6";"";"";"";"";"";"";
"02.01.2017 08:30";"16.2";"756.3";"764.4";"";"93";"Wind blowing from the east";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"15.3";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.5";"15.0";"";"";"";"";"";"";
"01.01.2017 17:30";"16.4";"754.1";"762.1";"";"87";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"17.0";"";"";"";"";"";"1.0";"14.3";"";"";"";"";"";"";
"01.01.2017 08:30";"13.2";"756.8";"765.0";"";"97";"Wind blowing from the east";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"12.5";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.05";"12.8";"";"";"";"";"";"";
"29.12.2016 17:30";"14.6";"754.7";"762.8";"";"93";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"15.4";"";"";"";"";"";"1.0";"13.5";"";"";"";"";"";"";
"29.12.2016 08:30";"13.6";"757.5";"765.7";"";"97";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"12.9";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.05";"13.2";"";"";"";"";"";"";
"28.12.2016 17:30";"18.8";"753.8";"761.8";"";"79";"Wind blowing from the north-northwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"20.0";"";"";"";"";"";"2.0";"15.1";"";"";"";"";"";"";
"28.12.2016 08:30";"11.8";"756.1";"764.3";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.2";"";"";"";"";"";"";"0.5";"11.4";"";"";"";"";"";"";
"27.12.2016 17:30";"20.0";"754.5";"762.5";"";"76";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"22.5";"";"";"";"";"";"2.0";"15.6";"";"";"";"";"";"";
"27.12.2016 08:30";"14.4";"757.6";"765.7";"";"96";"Wind blowing from the west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"13.6";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.2";"13.7";"";"";"";"";"";"";
"26.12.2016 17:30";"15.2";"753.9";"762.0";"";"91";"Wind blowing from the north-west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"19.6";"";"";"";"";"";"1.0";"13.8";"";"";"";"";"";"";
"26.12.2016 08:30";"15.2";"754.6";"762.7";"";"96";"Wind blowing from the west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"14.4";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.2";"14.5";"";"";"";"";"";"";
"25.12.2016 17:30";"22.2";"751.3";"759.2";"";"79";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.2";"";"";"";"";"";"2.0";"18.4";"";"";"";"";"";"";
"25.12.2016 08:30";"14.0";"753.7";"761.8";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"12.0";"";"";"";"";"";"";"0.5";"13.3";"";"";"";"";"";"";
"24.12.2016 17:30";"20.4";"751.2";"759.1";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"23.9";"";"";"";"";"";"1.0";"17.8";"";"";"";"";"";"";
"24.12.2016 08:30";"13.0";"753.8";"761.9";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.5";"";"";"";"";"";"";"0.5";"12.3";"";"";"";"";"";"";
"23.12.2016 17:30";"19.8";"751.9";"759.8";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"23.0";"";"";"";"";"";"1.0";"16.5";"";"";"";"";"";"";
"23.12.2016 08:30";"13.2";"754.6";"762.7";"";"91";"Wind blowing from the west";"1";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.5";"";"";"";"";"";"";"0.5";"11.7";"";"";"";"";"";"";
"22.12.2016 17:30";"18.4";"753.5";"761.5";"";"83";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"22.0";"";"";"";"";"";"1.0";"15.4";"";"";"";"";"";"";
"22.12.2016 08:30";"12.2";"755.7";"763.9";"";"91";"Wind blowing from the west";"1";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.5";"";"";"";"";"";"";"0.5";"10.7";"";"";"";"";"";"";
"21.12.2016 17:30";"20.6";"753.0";"760.9";"";"66";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"23.7";"";"";"";"";"";"2.0";"14.1";"";"";"";"";"";"";
"21.12.2016 08:30";"13.0";"755.7";"763.9";"";"82";"Wind blowing from the south-west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.8";"";"";"";"";"";"";"1.0";"9.9";"";"";"";"";"";"";
"20.12.2016 17:30";"21.8";"752.7";"760.6";"";"56";"Wind blowing from the south-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"23.5";"";"";"";"";"";"2.0";"12.7";"";"";"";"";"";"";
"20.12.2016 08:30";"12.8";"755.7";"763.9";"";"75";"Wind blowing from the west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.8";"";"";"";"";"";"";"1.0";"8.4";"";"";"";"";"";"";
"19.12.2016 17:30";"20.2";"753.9";"761.8";"";"64";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"23.4";"";"";"";"";"";"2.0";"13.2";"";"";"";"";"";"";
"19.12.2016 08:30";"12.8";"757.0";"765.2";"";"88";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.9";"";"";"";"";"";"";"1.0";"10.9";"";"";"";"";"";"";
"18.12.2016 17:30";"20.0";"754.9";"762.9";"";"74";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"24.1";"";"";"";"";"";"2.0";"15.3";"";"";"";"";"";"";
"18.12.2016 08:30";"12.2";"757.0";"765.2";"";"86";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.0";"";"";"";"";"";"";"1.0";"9.9";"";"";"";"";"";"";
"17.12.2016 17:30";"19.8";"754.7";"762.7";"";"76";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"23.3";"";"";"";"";"";"2.0";"15.4";"";"";"";"";"";"";
"17.12.2016 08:30";"12.4";"756.9";"765.1";"";"88";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.5";"";"";"";"";"";"";"1.0";"10.5";"";"";"";"";"";"";
"16.12.2016 17:30";"19.2";"754.4";"762.4";"";"74";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"23.7";"";"";"";"";"";"2.0";"14.4";"";"";"";"";"";"";
"16.12.2016 08:30";"12.2";"756.9";"765.1";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.7";"";"";"";"";"";"";"1.0";"10.7";"";"";"";"";"";"";
"15.12.2016 17:30";"21.4";"754.5";"762.4";"";"62";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.0";"";"";"";"";"";"2.0";"13.8";"";"";"";"";"";"";
"15.12.2016 08:30";"13.8";"756.0";"764.1";"";"91";"Wind blowing from the west";"1";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.2";"";"";"";"";"";"";"1.0";"12.3";"";"";"";"";"";"";
"14.12.2016 17:30";"20.6";"754.1";"762.0";"";"78";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"24.4";"";"";"";"";"";"1.0";"16.7";"";"";"";"";"";"";
"13.12.2016 17:30";"18.0";"753.3";"761.3";"";"81";"Calm, no wind";"0";"";"";"40%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"20.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"1.0";"14.6";"";"";"";"";"";"";
"13.12.2016 08:30";"13.8";"755.2";"763.3";"";"97";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.9";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.05";"13.4";"";"";"";"";"";"";
"12.12.2016 17:30";"16.6";"752.9";"760.9";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"20.2";"";"";"";"";"";"1.0";"13.8";"";"";"";"";"";"";
"12.12.2016 08:30";"12.0";"754.5";"762.7";"";"97";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"less than 0.05";"11.6";"";"";"";"";"";"";
"11.12.2016 17:30";"15.6";"752.0";"760.0";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"19.8";"";"";"";"";"";"1.0";"13.1";"";"";"";"";"";"";
"11.12.2016 08:30";"11.2";"754.6";"762.8";"";"97";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.5";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"less than 0.05";"10.8";"";"";"";"";"";"";
"10.12.2016 17:30";"14.4";"753.1";"761.2";"";"89";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"16.4";"";"";"";"";"";"0.5";"12.6";"";"";"";"";"";"";
"10.12.2016 08:30";"11.8";"755.4";"763.6";"";"97";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.3";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"less than 0.05";"11.4";"";"";"";"";"";"";
"09.12.2016 17:30";"15.2";"753.1";"761.2";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"16.2";"";"";"";"";"";"1.0";"13.0";"";"";"";"";"";"";
"09.12.2016 08:30";"13.4";"755.5";"763.6";"";"91";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.5";"11.9";"";"";"";"";"";"";
