# Weather station Simara (airport), Nepal, WMO_ID=44449,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=44449&lang=en
#
"Local time in Simara (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"23.08.2013 05:45";"25.0";"740.5";"751.7";"";"96";"Wind blowing from the east-northeast";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.4";"";"";"";"";"";"";
"22.08.2013 17:45";"31.0";"738.3";"749.5";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"12.0";"27.7";"Trace of precipitation";"9";"";"";"";"";
"21.08.2013 11:45";"30.6";"738.8";"750.1";"";"76";"Wind blowing from the east-southeast";"4";"";"";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"26.0";"";"";"";"";"";"";
"20.08.2013 14:45";"33.6";"736.5";"747.8";"-1.9";"72";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"";"";"";"20–30%.";"600-1000";"";"";"12.0";"27.8";"";"";"";"";"";"";
"20.08.2013 11:45";"32.8";"738.4";"749.6";"";"80";"Wind blowing from the east";"4";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"12.0";"29.0";"";"";"";"";"";"";
"19.08.2013 17:45";"31.8";"736.9";"748.1";"-0.9";"81";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"34.5";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"28.2";"";"";"";"";"";"";
"19.08.2013 14:45";"34.0";"737.8";"749.1";"-2.2";"74";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"";"";"20–30%.";"600-1000";"";"";"6.0";"28.6";"";"";"";"";"";"";
"19.08.2013 11:45";"32.8";"740.0";"751.3";"";"86";"Wind blowing from the east";"5";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"12.0";"30.1";"";"";"";"";"";"";
"18.08.2013 17:45";"30.0";"737.8";"749.0";"";"85";"Wind blowing from the east";"2";"";"";"60%.";" ";"";"";"";"34.0";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.3";"No precipitation";"9";"";"";"";"";
"18.08.2013 11:45";"";"739.9";"751.2";"";"";"Wind blowing from the north-northeast";"13";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"29.6";"";"";"";"";"";"";
"18.08.2013 05:45";"25.0";"739.7";"";"";"96";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"24.4";"";"";"";"";"";"";
"17.08.2013 17:45";"29.0";"737.3";"748.6";"";"92";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"";"33.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"100-200";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"5.0";"27.6";"1.0";"9";"";"";"";"";
"17.08.2013 11:45";"31.8";"739.7";"751.0";"";"53";"Wind blowing from the south-southeast";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.2";"";"";"";"";"";"";
"16.08.2013 17:45";"30.8";"738.3";"749.5";"";"77";"Wind blowing from the west-northwest";"2";"";"";"60%.";" ";"";"";"";"33.5";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"7.0";"26.3";"No precipitation";"9";"";"";"";"";
"16.08.2013 11:45";"31.0";"741.4";"752.5";"";"78";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.8";"";"";"";"";"";"";
"16.08.2013 05:45";"25.4";"740.8";"752.0";"";"94";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"24.4";"";"";"";"";"";"";
"15.08.2013 17:45";"27.2";"739.9";"750.9";"";"85";"Wind blowing from the east-southeast";"2";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Drizzle.";"Drizzle.";"";"34.4";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.4";"Trace of precipitation";"9";"";"";"";"";
"15.08.2013 05:45";"25.6";"740.5";"751.7";"";"94";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.6";"";"";"";"";"";"";
"14.08.2013 17:45";"29.8";"";"750.2";"";"81";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"35.0";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"26.2";"No precipitation";"9";"";"";"";"";
"14.08.2013 11:45";"33.0";"749.2";"752.5";"";"75";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.1";"";"";"";"";"";"";
"13.08.2013 17:45";"31.8";"738.9";"750.1";"";"83";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"34.5";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"28.5";"No precipitation";"9";"";"";"";"";
"13.08.2013 11:45";"33.0";"741.2";"752.5";"";"73";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.6";"";"";"";"";"";"";
"13.08.2013 05:45";"26.6";"741.6";"752.8";"";"90";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"24.9";"";"";"";"";"";"";
"12.08.2013 17:45";"31.6";"739.3";"750.6";"-0.5";"74";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"";"33.5";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.5";"8.0";"3";"";"";"";"";
"12.08.2013 14:45";"33.2";"739.8";"751.2";"-2.5";"72";"Wind blowing from the east-southeast";"12";"";"";"60%.";" ";"";"";"";"";"";"20–30%.";"600-1000";"";"";"10.0";"27.5";"";"";"";"";"";"";
"12.08.2013 11:45";"32.0";"742.3";"753.5";"";"78";"Wind blowing from the east";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.8";"";"";"";"";"";"";
"12.08.2013 05:45";"24.4";"741.9";"753.1";"";"94";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"23.4";"";"";"";"";"";"";
"11.08.2013 17:45";"29.8";"739.9";"751.1";"";"79";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"34.0";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"25.8";"0.9";"9";"";"";"";"";
"11.08.2013 11:45";"30.2";"742.2";"753.7";"";"77";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"200-300";"Altocumulus castellanus or floccus.";"";"10.0";"25.8";"";"";"";"";"";"";
"11.08.2013 05:45";"25.8";"741.5";"752.8";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"23.8";"";"";"";"";"";"";
"10.08.2013 17:45";"29.4";"739.6";"750.9";"";"70";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"33.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.3";"No precipitation";"9";"";"";"";"";
"10.08.2013 11:45";"31.4";"741.5";"752.8";"";"74";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"26.3";"";"";"";"";"";"";
"10.08.2013 05:45";"26.2";"740.5";"751.8";"";"92";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"12.0";"24.8";"";"";"";"";"";"";
"09.08.2013 17:45";"31.0";"738.7";"749.9";"";"81";"Wind blowing from the east";"2";"";"";"60%.";" ";"";"";"";"33.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.4";"No precipitation";"9";"";"";"";"";
"09.08.2013 11:45";"31.4";"741.2";"752.5";"0.7";"77";"Wind blowing from the east";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.8";"";"";"";"";"";"";
"09.08.2013 08:45";"28.0";"740.5";"752.1";"-0.3";"87";"Wind blowing from the east";"5";"";"";"100%.";" ";"";"";"26.0";"";"";"50%.";"200-300";"";"";"10.0";"25.7";"4.0";"24";"";"";"";"";
"09.08.2013 05:45";"26.0";"740.8";"752.0";"";"94";"Wind blowing from the east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
"08.08.2013 11:45";"31.2";"741.3";"752.5";"";"73";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.7";"";"";"";"";"";"";
"08.08.2013 05:45";"25.2";"740.6";"751.9";"";"95";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"24.4";"";"";"";"";"";"";
"07.08.2013 17:45";"32.0";"738.9";"750.1";"-0.7";"79";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"33.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.9";"No precipitation";"9";"";"";"";"";
