# Weather station Balurghat, India, WMO_ID=42506,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42506&lang=en
#
"Local time in Balurghat";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.03.2016 08:30";"27.8";"";"761.5";"";"89";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"22.0";"";"";"";"600-1000";"";"";"1.0";"25.8";"";"";"";"";"";"";
"29.02.2016 17:30";"29.4";"";"762.7";"";"91";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"32.6";"";"";"300-600";"";"";"2.0";"27.8";"";"";"";"";"";"";
"29.02.2016 08:30";"26.8";"";"762.3";"";"94";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"22.0";"";"";"";"300-600";"";"";"1.0";"25.7";"";"";"";"";"";"";
"28.02.2016 17:30";"29.6";"";"761.8";"";"90";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"32.5";"";"";"600-1000";"";"";"2.0";"27.7";"";"";"";"";"";"";
"28.02.2016 08:30";"27.0";"";"761.8";"";"92";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"21.6";"";"";"";"600-1000";"";"";"2.0";"25.6";"";"";"";"";"";"";
"27.02.2016 17:30";"29.0";"";"761.8";"";"92";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"32.9";"";"";"600-1000";"";"";"4.0";"27.6";"";"";"";"";"";"";
"27.02.2016 08:30";"26.6";"";"761.7";"";"90";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"20.5";"";"";"";"300-600";"";"";"1.0";"24.9";"";"";"";"";"";"";
"26.02.2016 08:30";"26.2";"";"761.2";"";"92";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"19.0";"";"";"";"600-1000";"";"";"1.0";"24.8";"";"";"";"";"";"";
"25.02.2016 17:30";"28.8";"";"760.6";"";"88";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"32.2";"";"";"300-600";"";"";"10.0";"26.6";"";"";"";"";"";"";
"25.02.2016 08:30";"26.4";"";"760.3";"";"90";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"19.2";"";"";"";"600-1000";"";"";"4.0";"24.7";"";"";"";"";"";"";
"24.02.2016 17:30";"28.6";"";"760.9";"";"88";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"32.0";"";"";"600-1000";"";"";"1.0";"26.4";"";"";"";"";"";"";
"24.02.2016 08:30";"26.0";"";"760.6";"";"92";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"19.0";"";"";"";"600-1000";"";"";"1.0";"24.6";"";"";"";"";"";"";
"23.02.2016 17:30";"27.6";"";"761.2";"";"89";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"31.5";"";"";"600-1000";"";"";"2.0";"25.6";"";"";"";"";"";"";
"23.02.2016 08:30";"26.0";"";"761.2";"";"94";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"18.5";"";"";"";"300-600";"";"";"1.0";"24.9";"";"";"";"";"";"";
"22.02.2016 17:30";"28.2";"";"760.9";"";"91";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"31.0";"";"";"600-1000";"";"";"1.0";"26.5";"";"";"";"";"";"";
"22.02.2016 08:30";"26.6";"";"760.4";"";"89";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"18.8";"";"";"";"600-1000";"";"";"2.0";"24.6";"";"";"";"";"";"";
"21.02.2016 08:30";"26.4";"";"761.0";"";"90";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"18.2";"";"";"";"600-1000";"";"";"4.0";"24.7";"";"";"";"";"";"";
"20.02.2016 17:30";"28.0";"";"760.9";"";"93";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"30.6";"";"";"600-1000";"";"";"2.0";"26.8";"";"";"";"";"";"";
"20.02.2016 08:30";"26.2";"";"760.9";"";"92";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"17.2";"";"";"";"600-1000";"";"";"1.0";"24.8";"";"";"";"";"";"";
"19.02.2016 17:30";"27.4";"";"761.3";"";"90";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"30.1";"";"";"1000-1500";"";"";"2.0";"25.6";"";"";"";"";"";"";
"19.02.2016 08:30";"26.0";"";"761.2";"";"92";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"16.4";"";"";"";"300-600";"";"";"1.0";"24.6";"";"";"";"";"";"";
"18.02.2016 17:30";"27.0";"";"762.4";"";"94";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"28.6";"";"";"600-1000";"";"";"10.0";"25.9";"";"";"";"";"";"";
"18.02.2016 08:30";"25.2";"";"761.8";"";"90";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"16.2";"";"";"";"1000-1500";"";"";"4.0";"23.4";"";"";"";"";"";"";
"17.02.2016 17:30";"26.8";"";"762.7";"";"87";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"27.4";"";"";"600-1000";"";"";"2.0";"24.5";"";"";"";"";"";"";
"17.02.2016 08:30";"24.6";"";"762.1";"";"90";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"15.4";"";"";"";"600-1000";"";"";"1.0";"22.8";"";"";"";"";"";"";
"16.02.2016 17:30";"26.0";"";"762.8";"";"92";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"26.8";"";"";"600-1000";"";"";"1.0";"24.6";"";"";"";"";"";"";
"16.02.2016 08:30";"24.4";"";"762.4";"";"90";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"15.2";"";"";"";"600-1000";"";"";"2.0";"22.6";"";"";"";"";"";"";
"15.02.2016 17:30";"26.2";"";"762.5";"";"90";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"27.0";"";"";"600-1000";"";"";"2.0";"24.5";"";"";"";"";"";"";
"15.02.2016 08:30";"24.2";"";"762.1";"";"90";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"15.0";"";"";"";"600-1000";"";"";"2.0";"22.4";"";"";"";"";"";"";
"14.02.2016 17:30";"25.6";"";"762.3";"";"89";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"26.6";"";"";"600-1000";"";"";"1.0";"23.6";"";"";"";"";"";"";
"14.02.2016 08:30";"23.8";"";"762.2";"";"86";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"14.5";"";"";"";"600-1000";"";"";"1.0";"21.4";"";"";"";"";"";"";
"28.01.2016 17:30";"20.6";"760.4";"762.7";"";"87";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"23.6";"";"";"600-1000";"";"";"2.0";"18.4";"";"";"";"";"";"";
"28.01.2016 08:30";"18.2";"760.3";"762.6";"";"90";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"12.3";"";"";"";"600-1000";"";"";"2.0";"16.5";"";"";"";"";"";"";
"27.01.2016 17:30";"18.4";"760.9";"763.2";"";"86";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"22.0";"";"";"300-600";"";"";"2.0";"16.0";"";"";"";"";"";"";
"27.01.2016 08:30";"15.8";"760.4";"762.7";"";"91";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"9.6";"";"";"";"600-1000";"";"";"1.0";"14.4";"";"";"";"";"";"";
"26.01.2016 17:30";"18.6";"760.6";"762.9";"";"87";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"21.6";"";"";"300-600";"";"";"2.0";"16.3";"";"";"";"";"";"";
"26.01.2016 08:30";"16.8";"760.7";"763.0";"";"93";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"9.2";"";"";"";"600-1000";"";"";"2.0";"15.6";"";"";"";"";"";"";
"24.01.2016 17:30";"21.0";"761.0";"763.3";"";"91";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"22.8";"";"";"600-1000";"";"";"2.0";"19.4";"";"";"";"";"";"";
"24.01.2016 08:30";"17.0";"760.8";"763.1";"";"90";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"12.1";"";"";"";"300-600";"";"";"2.0";"15.3";"";"";"";"";"";"";
"23.01.2016 17:30";"21.6";"761.0";"763.3";"";"95";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"23.8";"";"";"600-1000";"";"";"2.0";"20.7";"";"";"";"";"";"";
"23.01.2016 08:30";"17.0";"760.8";"763.1";"";"90";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"12.1";"";"";"";"300-600";"";"";"2.0";"15.3";"";"";"";"";"";"";
"22.01.2016 17:30";"22.6";"761.3";"763.6";"";"95";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"24.0";"";"";"1000-1500";"";"";"1.0";"21.7";"";"";"";"";"";"";
"22.01.2016 08:30";"18.2";"761.0";"763.3";"";"92";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"13.6";"";"";"";"600-1000";"";"";"4.0";"16.9";"";"";"";"";"";"";
"21.01.2016 17:30";"22.6";"761.6";"763.9";"";"96";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"24.2";"";"";"600-1000";"";"";"2.0";"21.9";"";"";"";"";"";"";
"21.01.2016 08:30";"18.8";"761.4";"763.7";"";"92";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"14.0";"";"";"";"600-1000";"";"";"4.0";"17.5";"";"";"";"";"";"";
"20.01.2016 17:30";"23.6";"762.7";"765.0";"";"95";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"24.8";"";"";"600-1000";"";"";"4.0";"22.7";"";"";"";"";"";"";
"20.01.2016 08:30";"19.2";"762.2";"764.5";"";"91";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"14.2";"";"";"";"600-1000";"";"";"2.0";"17.6";"";"";"";"";"";"";
"19.01.2016 17:30";"24.2";"762.2";"764.5";"";"90";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"25.6";"";"";"600-1000";"";"";"2.0";"22.5";"";"";"";"";"";"";
"19.01.2016 08:30";"19.8";"";"764.1";"";"85";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"14.3";"";"";"";"600-1000";"";"";"4.0";"17.2";"";"";"";"";"";"";
"18.01.2016 17:30";"24.0";"";"764.3";"";"91";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"25.0";"";"";"1000-1500";"";"";"4.0";"22.5";"";"";"";"";"";"";
"17.01.2016 08:30";"20.2";"";"764.0";"";"89";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"14.6";"";"";"";"1000-1500";"";"";"2.0";"18.3";"";"";"";"";"";"";
"16.01.2016 17:30";"24.0";"";"764.1";"";"91";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"25.0";"";"";"600-1000";"";"";"1.0";"22.5";"";"";"";"";"";"";
"16.01.2016 08:30";"18.8";"";"763.9";"";"37";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"14.0";"";"";"";"600-1000";"";"";"2.0";"3.8";"";"";"";"";"";"";
"15.01.2016 17:30";"23.4";"";"763.6";"";"91";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"24.8";"";"";"300-600";"";"";"2.0";"21.9";"";"";"";"";"";"";
"15.01.2016 08:30";"19.0";"";"763.5";"";"94";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"14.1";"";"";"";"300-600";"";"";"1.0";"18.0";"";"";"";"";"";"";
"14.01.2016 08:30";"18.8";"";"763.2";"";"87";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"14.2";"";"";"";"600-1000";"";"";"1.0";"16.5";"";"";"";"";"";"";
"13.01.2016 17:30";"23.0";"";"763.1";"";"93";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"24.5";"";"";"300-600";"";"";"2.0";"21.8";"";"";"";"";"";"";
"13.01.2016 08:30";"19.2";"";"762.8";"";"88";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"14.2";"";"";"";"300-600";"";"";"1.0";"17.2";"";"";"";"";"";"";
"12.01.2016 17:30";"23.2";"";"763.3";"";"93";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"24.4";"";"";"300-600";"";"";"1.0";"22.0";"";"";"";"";"";"";
"12.01.2016 08:30";"18.6";"";"763.2";"";"94";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"14.1";"";"";"";"300-600";"";"";"1.0";"17.6";"";"";"";"";"";"";
"11.01.2016 17:30";"24.0";"";"763.0";"";"93";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"25.3";"";"";"600-1000";"";"";"4.0";"22.8";"";"";"";"";"";"";
"11.01.2016 08:30";"20.8";"";"763.4";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"10.01.2016 17:30";"23.8";"";"762.7";"";"85";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"25.1";"";"";"600-1000";"";"";"4.0";"21.1";"";"";"";"";"";"";
"10.01.2016 08:30";"20.0";"";"762.3";"";"91";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"14.8";"";"";"";"600-1000";"";"";"1.0";"18.4";"";"";"";"";"";"";
"09.01.2016 17:30";"23.4";"";"762.4";"";"90";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"25.2";"";"";"300-600";"";"";"2.0";"21.6";"";"";"";"";"";"";
"09.01.2016 08:30";"20.4";"";"762.1";"";"91";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"14.8";"";"";"";"600-1000";"";"";"2.0";"18.8";"";"";"";"";"";"";
"08.01.2016 08:30";"20.2";"";"762.5";"";"91";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"15.1";"";"";"";"600-1000";"";"";"2.0";"18.6";"";"";"";"";"";"";
"07.01.2016 17:30";"23.4";"";"762.8";"";"90";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"24.4";"";"";"600-1000";"";"";"2.0";"21.6";"";"";"";"";"";"";
"07.01.2016 08:30";"19.2";"";"762.5";"";"88";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"14.6";"";"";"";"600-1000";"";"";"2.0";"17.2";"";"";"";"";"";"";
"06.01.2016 17:30";"23.6";"";"762.1";"";"90";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"25.0";"";"";"300-600";"";"";"1.0";"21.8";"";"";"";"";"";"";
"06.01.2016 08:30";"19.6";"";"761.9";"";"91";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"14.8";"";"";"";"600-1000";"";"";"2.0";"18.0";"";"";"";"";"";"";
"05.01.2016 08:30";"19.8";"";"762.6";"";"92";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"15.0";"";"";"";"600-1000";"";"";"1.0";"18.5";"";"";"";"";"";"";
"04.01.2016 17:30";"24.4";"";"762.3";"";"90";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"25.7";"";"";"300-600";"";"";"2.0";"22.6";"";"";"";"";"";"";
"04.01.2016 08:30";"21.2";"";"762.1";"";"89";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"15.6";"";"";"";"300-600";"";"";"2.0";"19.3";"";"";"";"";"";"";
"03.01.2016 17:30";"24.2";"";"762.2";"";"90";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"25.8";"";"";"600-1000";"";"";"2.0";"22.4";"";"";"";"";"";"";
"03.01.2016 08:30";"20.4";"";"762.0";"";"96";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"15.5";"";"";"";"1000-1500";"";"";"4.0";"19.8";"";"";"";"";"";"";
"02.01.2016 17:30";"23.8";"";"762.1";"";"88";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"25.2";"";"";"600-1000";"";"";"4.0";"21.7";"";"";"";"";"";"";
"02.01.2016 08:30";"21.2";"";"762.1";"";"89";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"15.3";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"19.3";"";"";"";"";"";"";
"01.01.2016 17:30";"23.6";"";"762.4";"";"88";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"24.4";"";"";"600-1000";"";"";"2.0";"21.5";"";"";"";"";"";"";
"01.01.2016 08:30";"20.2";"";"762.3";"";"89";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"14.3";"";"";"";"600-1000";"";"";"4.0";"18.3";"";"";"";"";"";"";
"31.12.2015 17:30";"23.0";"";"762.1";"";"93";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"24.6";"";"";"600-1000";"";"";"4.0";"21.8";"";"";"";"";"";"";
"31.12.2015 08:30";"19.2";"";"761.7";"";"88";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"14.1";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"17.2";"";"";"";"";"";"";
"30.12.2015 17:30";"22.8";"";"761.4";"";"88";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"24.2";"";"";"600-1000";"";"";"4.0";"20.7";"";"";"";"";"";"";
"30.12.2015 08:30";"19.6";"";"761.2";"";"88";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"14.5";"";"";"";"600-1000";"";"";"2.0";"17.5";"";"";"";"";"";"";
"29.12.2015 17:30";"24.0";"";"761.0";"";"93";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"25.2";"";"";"600-1000";"";"";"2.0";"22.8";"";"";"";"";"";"";
"29.12.2015 08:30";"22.2";"";"760.6";"";"91";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"15.3";"";"";"";"300-600";"";"";"2.0";"20.7";"";"";"";"";"";"";
"28.12.2015 17:30";"24.4";"";"761.7";"";"91";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"25.8";"";"";"600-1000";"";"";"1.0";"22.9";"";"";"";"";"";"";
"28.12.2015 08:30";"20.2";"";"761.3";"";"91";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"14.2";"";"";"";"300-600";"";"";"2.0";"18.6";"";"";"";"";"";"";
"27.12.2015 17:30";"23.8";"";"761.1";"";"88";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"24.8";"";"";"300-600";"";"";"1.0";"21.7";"";"";"";"";"";"";
"27.12.2015 08:30";"20.8";"";"760.9";"";"87";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"15.2";"";"";"";"600-1000";"";"";"2.0";"18.6";"";"";"";"";"";"";
"26.12.2015 17:30";"24.2";"";"761.1";"";"93";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"25.2";"";"";"600-1000";"";"";"2.0";"23.0";"";"";"";"";"";"";
"26.12.2015 08:30";"19.4";"";"760.8";"";"91";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"14.1";"";"Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.8";"";"";"";"";"";"";
"25.12.2015 17:30";"23.0";"";"760.6";"";"91";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"23.8";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.5";"";"";"";"";"";"";
"25.12.2015 08:30";"18.9";"";"760.5";"";"98";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"14.1";"";"";"";"600-1000";"";"";"2.0";"18.5";"";"";"";"";"";"";
"24.12.2015 17:30";"23.0";"";"760.6";"";"91";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"24.5";"";"";"600-1000";"";"";"2.0";"21.5";"";"";"";"";"";"";
"24.12.2015 08:30";"20.2";"";"760.2";"";"91";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"14.6";"";"";"";"600-1000";"";"";"1.0";"18.6";"";"";"";"";"";"";
"23.12.2015 17:30";"22.8";"";"760.6";"";"53";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"23.9";"";"";"600-1000";"";"";"0.4";"12.6";"";"";"";"";"";"";
"23.12.2015 08:30";"20.8";"";"760.3";"";"96";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"14.8";"";"";"";"600-1000";"";"";"2.0";"20.2";"";"";"";"";"";"";
"22.12.2015 17:30";"23.2";"";"760.0";"";"92";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"24.2";"";"";"600-1000";"";"";"1.0";"21.9";"";"";"";"";"";"";
"22.12.2015 08:30";"21.2";"";"759.7";"";"89";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"15.0";"";"Stratocumulus cumulogenitus.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"19.3";"";"";"";"";"";"";
"21.12.2015 17:30";"24.0";"";"758.9";"";"91";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"25.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.5";"";"";"";"";"";"";
"21.12.2015 08:30";"21.4";"";"758.8";"";"87";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"15.1";"";"";"";"600-1000";"";"";"2.0";"19.2";"";"";"";"";"";"";
"20.12.2015 17:30";"23.8";"";"758.6";"";"88";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"24.2";"";"";"600-1000";"";"";"1.0";"21.7";"";"";"";"";"";"";
"20.12.2015 08:30";"22.0";"";"758.4";"";"93";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"16.1";"";"";"";"600-1000";"";"";"2.0";"20.8";"";"";"";"";"";"";
"19.12.2015 17:30";"23.2";"";"757.8";"";"90";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"24.8";"";"";"600-1000";"";"";"1.0";"21.4";"";"";"";"";"";"";
"19.12.2015 08:30";"21.8";"";"757.8";"";"87";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"16.4";"";"";"";"600-1000";"";"";"2.0";"19.6";"";"";"";"";"";"";
"18.12.2015 17:30";"23.4";"";"757.7";"";"84";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"24.2";"";"";"600-1000";"";"";"2.0";"20.6";"";"";"";"";"";"";
"18.12.2015 08:30";"21.2";"";"757.3";"";"88";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"14.8";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"19.2";"";"";"";"";"";"";
"17.12.2015 17:30";"23.8";"";"757.0";"";"85";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"24.2";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.1";"";"";"";"";"";"";
"17.12.2015 08:30";"21.4";"";"756.9";"";"96";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"15.3";"";"";"";"300-600";"";"";"1.0";"20.8";"";"";"";"";"";"";
"16.12.2015 17:30";"23.6";"";"756.4";"";"88";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"24.2";"";"";"600-1000";"";"";"2.0";"21.5";"";"";"";"";"";"";
"16.12.2015 08:30";"22.0";"";"756.2";"";"93";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"15.2";"";"";"";"600-1000";"";"";"2.0";"20.8";"";"";"";"";"";"";
"15.12.2015 17:30";"22.2";"";"756.5";"";"89";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"22.6";"";"";"300-600";"";"";"1.0";"20.3";"";"";"";"";"";"";
"15.12.2015 08:30";"21.8";"";"756.5";"";"84";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"15.0";"";"";"";"600-1000";"";"";"1.0";"19.0";"";"";"";"";"";"";
"14.12.2015 17:30";"22.2";"";"756.8";"";"95";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"22.8";"";"";"300-600";"";"";"1.0";"21.4";"";"";"";"";"";"";
"14.12.2015 08:30";"21.8";"";"756.7";"";"93";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"15.2";"";"";"";"600-1000";"";"";"1.5";"20.6";"";"";"";"";"";"";
"13.12.2015 17:30";"22.8";"";"756.4";"";"93";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"23.0";"";"";"600-1000";"";"";"2.0";"21.6";"";"";"";"";"";"";
"13.12.2015 08:30";"21.6";"";"763.9";"";"86";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"16.1";"";"";"";"600-1000";"";"";"1.0";"19.1";"";"";"";"";"";"";
"12.12.2015 08:30";"22.0";"";"756.7";"";"93";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"16.6";"";"";"";"600-1000";"";"";"2.0";"20.8";"";"";"";"";"";"";
"11.12.2015 17:30";"24.4";"";"757.1";"";"88";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"25.0";"";"";"300-600";"";"";"2.0";"22.3";"";"";"";"";"";"";
"11.12.2015 08:30";"23.2";"";"756.8";"";"91";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"17.1";"";"";"";"600-1000";"";"";"2.0";"21.7";"";"";"";"";"";"";
"10.12.2015 17:30";"25.0";"";"757.3";"";"91";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"25.8";"";"";"300-600";"";"";"2.0";"23.5";"";"";"";"";"";"";
"10.12.2015 08:30";"24.4";"";"757.0";"";"96";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"18.2";"";"";"";"300-600";"";"";"1.0";"23.8";"";"";"";"";"";"";
"09.12.2015 17:30";"27.0";"";"757.0";"";"92";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"29.8";"";"";"600-1000";"";"";"1.0";"25.6";"";"";"";"";"";"";
"09.12.2015 08:30";"24.2";"";"756.7";"";"91";"Wind blowing from the east";"";"";"";"60%.";" ";"";"";"18.6";"";"";"";"600-1000";"";"";"2.0";"22.7";"";"";"";"";"";"";
"08.12.2015 17:30";"26.8";"";"757.1";"";"94";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"30.1";"";"";"600-1000";"";"";"1.0";"25.7";"";"";"";"";"";"";
"08.12.2015 08:30";"24.0";"";"757.0";"";"87";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"18.1";"";"";"";"300-600";"";"";"1.0";"21.6";"";"";"";"";"";"";
